table,name,description_en,description_es
research,reporting_entity_country,Country of the applicable manufacturer or GPO making the payment,País del fabricante o GPO que efectuó el pago
research,related_product_indicator,"Indicates whether the payment is associated with one or more drugs, biologicals, devices or medical supplies","Indica si el pago está asociado a uno o más medicamentos, productos biológicos, dispositivos o insumos médicos"
research,product_covered_indicator_1,"Indicates whether the product associated with the payment is covered or non-covered, product 1 of 5","Indica si el producto asociado al pago es cubierto o no cubierto, producto 1 de 5"
research,product_type_1,"Indicates whether the product is a drug, biological, device or medical supply, product 1 of 5","Indica si el producto es medicamento, producto biológico, dispositivo o insumo médico, producto 1 de 5"
research,product_category_1,"Product category or therapeutic area, product 1 of 5","Categoría del producto o área terapéutica, producto 1 de 5"
research,product_name_1,"Name of the drug, biological, device or medical supply associated with the payment, product 1 of 5","Nombre del medicamento, producto biológico, dispositivo o insumo médico asociado al pago, producto 1 de 5"
research,product_ndc_1,"National Drug Code (NDC) of the associated drug or biological, product 1 of 5","National Drug Code (NDC) del medicamento o producto biológico asociado, producto 1 de 5"
research,product_pdi_1,"Primary Device Identifier (PDI) of the associated device or medical supply, product 1 of 5","Primary Device Identifier (PDI) del dispositivo o insumo médico asociado, producto 1 de 5"
research,product_covered_indicator_2,"Indicates whether the product associated with the payment is covered or non-covered, product 2 of 5","Indica si el producto asociado al pago es cubierto o no cubierto, producto 2 de 5"
research,product_type_2,"Indicates whether the product is a drug, biological, device or medical supply, product 2 of 5","Indica si el producto es medicamento, producto biológico, dispositivo o insumo médico, producto 2 de 5"
research,product_category_2,"Product category or therapeutic area, product 2 of 5","Categoría del producto o área terapéutica, producto 2 de 5"
research,product_name_2,"Name of the drug, biological, device or medical supply associated with the payment, product 2 of 5","Nombre del medicamento, producto biológico, dispositivo o insumo médico asociado al pago, producto 2 de 5"
research,product_ndc_2,"National Drug Code (NDC) of the associated drug or biological, product 2 of 5","National Drug Code (NDC) del medicamento o producto biológico asociado, producto 2 de 5"
research,product_pdi_2,"Primary Device Identifier (PDI) of the associated device or medical supply, product 2 of 5","Primary Device Identifier (PDI) del dispositivo o insumo médico asociado, producto 2 de 5"
research,product_covered_indicator_3,"Indicates whether the product associated with the payment is covered or non-covered, product 3 of 5","Indica si el producto asociado al pago es cubierto o no cubierto, producto 3 de 5"
research,product_type_3,"Indicates whether the product is a drug, biological, device or medical supply, product 3 of 5","Indica si el producto es medicamento, producto biológico, dispositivo o insumo médico, producto 3 de 5"
research,product_category_3,"Product category or therapeutic area, product 3 of 5","Categoría del producto o área terapéutica, producto 3 de 5"
research,product_name_3,"Name of the drug, biological, device or medical supply associated with the payment, product 3 of 5","Nombre del medicamento, producto biológico, dispositivo o insumo médico asociado al pago, producto 3 de 5"
research,product_ndc_3,"National Drug Code (NDC) of the associated drug or biological, product 3 of 5","National Drug Code (NDC) del medicamento o producto biológico asociado, producto 3 de 5"
research,product_pdi_3,"Primary Device Identifier (PDI) of the associated device or medical supply, product 3 of 5","Primary Device Identifier (PDI) del dispositivo o insumo médico asociado, producto 3 de 5"
research,product_covered_indicator_4,"Indicates whether the product associated with the payment is covered or non-covered, product 4 of 5","Indica si el producto asociado al pago es cubierto o no cubierto, producto 4 de 5"
research,product_type_4,"Indicates whether the product is a drug, biological, device or medical supply, product 4 of 5","Indica si el producto es medicamento, producto biológico, dispositivo o insumo médico, producto 4 de 5"
research,product_category_4,"Product category or therapeutic area, product 4 of 5","Categoría del producto o área terapéutica, producto 4 de 5"
research,product_name_4,"Name of the drug, biological, device or medical supply associated with the payment, product 4 of 5","Nombre del medicamento, producto biológico, dispositivo o insumo médico asociado al pago, producto 4 de 5"
research,product_ndc_4,"National Drug Code (NDC) of the associated drug or biological, product 4 of 5","National Drug Code (NDC) del medicamento o producto biológico asociado, producto 4 de 5"
research,product_pdi_4,"Primary Device Identifier (PDI) of the associated device or medical supply, product 4 of 5","Primary Device Identifier (PDI) del dispositivo o insumo médico asociado, producto 4 de 5"
research,product_covered_indicator_5,"Indicates whether the product associated with the payment is covered or non-covered, product 5 of 5","Indica si el producto asociado al pago es cubierto o no cubierto, producto 5 de 5"
research,product_type_5,"Indicates whether the product is a drug, biological, device or medical supply, product 5 of 5","Indica si el producto es medicamento, producto biológico, dispositivo o insumo médico, producto 5 de 5"
research,product_category_5,"Product category or therapeutic area, product 5 of 5","Categoría del producto o área terapéutica, producto 5 de 5"
research,product_name_5,"Name of the drug, biological, device or medical supply associated with the payment, product 5 of 5","Nombre del medicamento, producto biológico, dispositivo o insumo médico asociado al pago, producto 5 de 5"
research,product_ndc_5,"National Drug Code (NDC) of the associated drug or biological, product 5 of 5","National Drug Code (NDC) del medicamento o producto biológico asociado, producto 5 de 5"
research,product_pdi_5,"Primary Device Identifier (PDI) of the associated device or medical supply, product 5 of 5","Primary Device Identifier (PDI) del dispositivo o insumo médico asociado, producto 5 de 5"
research,payment_amount_total,"Total amount of the payment or other transfer of value to the recipient, in US dollars","Monto total del pago o transferencia de valor al beneficiario, en dólares estadounidenses"
research,payment_date,Date the payment or other transfer of value was made,Fecha en que se efectuó el pago o transferencia de valor
research,payment_form,"Form of the payment or other transfer of value, such as cash, stock or in-kind items","Forma del pago o transferencia de valor, como efectivo, acciones o artículos en especie"
research,expenditure_category_1,"Expenditure category of the research payment, category 1 of 6","Categoría de gasto del pago de investigación, categoría 1 de 6"
research,expenditure_category_2,"Expenditure category of the research payment, category 2 of 6","Categoría de gasto del pago de investigación, categoría 2 de 6"
research,expenditure_category_3,"Expenditure category of the research payment, category 3 of 6","Categoría de gasto del pago de investigación, categoría 3 de 6"
research,expenditure_category_4,"Expenditure category of the research payment, category 4 of 6","Categoría de gasto del pago de investigación, categoría 4 de 6"
research,expenditure_category_5,"Expenditure category of the research payment, category 5 of 6","Categoría de gasto del pago de investigación, categoría 5 de 6"
research,expenditure_category_6,"Expenditure category of the research payment, category 6 of 6","Categoría de gasto del pago de investigación, categoría 6 de 6"
research,preclinical_research_indicator,"Indicates that the payment relates to preclinical research, for which study details are not published","Indica que el pago se refiere a investigación preclínica, cuyos detalles de estudio no se publican"
research,delay_in_publication_indicator,Indicates that the reporting entity requested a delay in publication of the record,Indica que la entidad declarante solicitó aplazamiento de la publicación del registro
research,study_name,Name of the research study the payment relates to,Nombre del estudio de investigación al que se refiere el pago
research,dispute_status,Indicates whether the record was under dispute at the time of publication,Indica si el registro estaba en disputa al momento de la publicación
research,publication_date,Date the record was published by Open Payments,Fecha en que el registro fue publicado por Open Payments
research,clinicaltrials_gov_id,"Identifier of the study in the clinicaltrials.gov registry, when registered","Identificador del estudio en el registro clinicaltrials.gov, cuando está registrado"
research,research_information_link,Web address with additional information about the research,Dirección web con información adicional sobre la investigación
research,research_context,"Free text describing the context of the research, supplied by the reporting entity",Texto libre con el contexto de la investigación proporcionado por la entidad declarante
research_legacy,year,Program year the record refers to,Año del programa al que se refiere el registro
research_legacy,record_id,System-assigned unique identifier of the payment record,Identificador único del registro de pago asignado por el sistema Open Payments
research_legacy,physician_profile_id,Unique identifier of the physician profile receiving the payment,Identificador único del perfil del médico que recibió el pago
research_legacy,physician_npi,National Provider Identifier (NPI) of the physician,National Provider Identifier (NPI) del médico
research_legacy,teaching_hospital_ccn,CMS Certification Number (CCN) of the teaching hospital,CMS Certification Number (CCN) del hospital universitario
research_legacy,teaching_hospital_id,System-assigned unique identifier of the teaching hospital,Identificador único del hospital universitario asignado por el sistema Open Payments
research_legacy,reporting_entity_id,Unique identifier of the applicable manufacturer or GPO that reported the payment,Identificador único del fabricante o GPO que declaró el pago
research_legacy,change_type,"Indicates whether the record is new, added, changed or unchanged relative to the previous publication","Indica si el registro es nuevo, añadido, modificado o sin cambios respecto a la publicación anterior"
research_legacy,covered_recipient_type,"Type of recipient: physician, non-physician practitioner, teaching hospital or non-covered entity","Tipo de beneficiario: médico, profesional no médico, hospital universitario o entidad no cubierta"
research_legacy,noncovered_recipient_entity_name,Name of the non-covered recipient entity that received the research payment,Nombre de la entidad no cubierta que recibió el pago de investigación
research_legacy,teaching_hospital_name,"Name of the teaching hospital, as listed in the CMS teaching hospital list","Nombre del hospital universitario, según la lista de hospitales universitarios del CMS"
research_legacy,physician_first_name,"First name of the physician, as reported by the submitting entity","Primer nombre del médico, según lo declarado por la entidad declarante"
research_legacy,physician_middle_name,"Middle name of the physician, as reported by the submitting entity","Segundo nombre del médico, según lo declarado por la entidad declarante"
research_legacy,physician_last_name,"Last name of the physician, as reported by the submitting entity","Apellido del médico, según lo declarado por la entidad declarante"
research_legacy,physician_name_suffix,"Name suffix of the physician, as reported by the submitting entity","Sufijo del nombre del médico, según lo declarado por la entidad declarante"
research_legacy,recipient_address_line_1,First line of the primary business street address of the covered recipient,Primera línea de la dirección comercial principal del beneficiario
research_legacy,recipient_address_line_2,Second line of the primary business street address of the covered recipient,Segunda línea de la dirección comercial principal del beneficiario
research_legacy,recipient_city,City of the primary business address of the covered recipient,Ciudad de la dirección comercial principal del beneficiario
research_legacy,recipient_state,"Two-letter state abbreviation of the covered recipient primary business address, when in the United States","Sigla de dos letras del estado de la dirección comercial principal del beneficiario, cuando está en Estados Unidos"
research_legacy,recipient_zip_code,"Nine-digit ZIP code of the covered recipient primary business address, when in the United States","Código postal de nueve dígitos de la dirección comercial principal del beneficiario, cuando está en Estados Unidos"
research_legacy,recipient_country,Country of the primary business address of the covered recipient,País de la dirección comercial principal del beneficiario
research_legacy,recipient_province,"Province of the covered recipient primary business address, when outside the United States","Provincia de la dirección comercial principal del beneficiario, cuando está fuera de Estados Unidos"
research_legacy,recipient_postal_code,"Postal code of the covered recipient primary business address, when outside the United States","Código postal de la dirección comercial principal del beneficiario, cuando está fuera de Estados Unidos"
research_legacy,physician_primary_type,Primary type of medicine practiced by the physician,Tipo principal de práctica del médico
research_legacy,physician_specialty,Specialty of the physician from the standardized provider taxonomy,Especialidad del médico en la taxonomía estandarizada de prestadores
research_legacy,physician_license_state_1,"Two-letter state abbreviation of the professional license, license 1 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 1 de 5"
research_legacy,physician_license_state_2,"Two-letter state abbreviation of the professional license, license 2 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 2 de 5"
research_legacy,physician_license_state_3,"Two-letter state abbreviation of the professional license, license 3 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 3 de 5"
research_legacy,physician_license_state_4,"Two-letter state abbreviation of the professional license, license 4 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 4 de 5"
research_legacy,physician_license_state_5,"Two-letter state abbreviation of the professional license, license 5 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 5 de 5"
research_legacy,submitting_entity_name,"Name of the applicable manufacturer or GPO that submitted the record, which may differ from the entity making the payment","Nombre del fabricante o GPO que presentó el registro, que puede diferir de quien efectuó el pago"
research_legacy,reporting_entity_name,Name of the applicable manufacturer or GPO making the payment,Nombre del fabricante o GPO que efectuó el pago
research_legacy,reporting_entity_state,Two-letter state abbreviation of the applicable manufacturer or GPO making the payment,Sigla de dos letras del estado del fabricante o GPO que efectuó el pago
research_legacy,reporting_entity_country,Country of the applicable manufacturer or GPO making the payment,País del fabricante o GPO que efectuó el pago
research_legacy,related_product_indicator,"Indicates whether the payment is associated with one or more drugs, biologicals, devices or medical supplies","Indica si el pago está asociado a uno o más medicamentos, productos biológicos, dispositivos o insumos médicos"
research_legacy,drug_name_1,"Name of the associated covered drug or biological, drug 1 of 5","Nombre del medicamento o producto biológico cubierto asociado al pago, medicamento 1 de 5"
research_legacy,drug_name_2,"Name of the associated covered drug or biological, drug 2 of 5","Nombre del medicamento o producto biológico cubierto asociado al pago, medicamento 2 de 5"
research_legacy,drug_name_3,"Name of the associated covered drug or biological, drug 3 of 5","Nombre del medicamento o producto biológico cubierto asociado al pago, medicamento 3 de 5"
research_legacy,drug_name_4,"Name of the associated covered drug or biological, drug 4 of 5","Nombre del medicamento o producto biológico cubierto asociado al pago, medicamento 4 de 5"
research_legacy,drug_name_5,"Name of the associated covered drug or biological, drug 5 of 5","Nombre del medicamento o producto biológico cubierto asociado al pago, medicamento 5 de 5"
research_legacy,drug_ndc_1,"National Drug Code (NDC) of the associated covered drug or biological, drug 1 of 5","National Drug Code (NDC) del medicamento o producto biológico cubierto asociado, medicamento 1 de 5"
research_legacy,drug_ndc_2,"National Drug Code (NDC) of the associated covered drug or biological, drug 2 of 5","National Drug Code (NDC) del medicamento o producto biológico cubierto asociado, medicamento 2 de 5"
research_legacy,drug_ndc_3,"National Drug Code (NDC) of the associated covered drug or biological, drug 3 of 5","National Drug Code (NDC) del medicamento o producto biológico cubierto asociado, medicamento 3 de 5"
research_legacy,drug_ndc_4,"National Drug Code (NDC) of the associated covered drug or biological, drug 4 of 5","National Drug Code (NDC) del medicamento o producto biológico cubierto asociado, medicamento 4 de 5"
research_legacy,drug_ndc_5,"National Drug Code (NDC) of the associated covered drug or biological, drug 5 of 5","National Drug Code (NDC) del medicamento o producto biológico cubierto asociado, medicamento 5 de 5"
research_legacy,device_name_1,"Name of the associated covered device or medical supply, device 1 of 5","Nombre del dispositivo o insumo médico cubierto asociado al pago, dispositivo 1 de 5"
research_legacy,device_name_2,"Name of the associated covered device or medical supply, device 2 of 5","Nombre del dispositivo o insumo médico cubierto asociado al pago, dispositivo 2 de 5"
research_legacy,device_name_3,"Name of the associated covered device or medical supply, device 3 of 5","Nombre del dispositivo o insumo médico cubierto asociado al pago, dispositivo 3 de 5"
research_legacy,device_name_4,"Name of the associated covered device or medical supply, device 4 of 5","Nombre del dispositivo o insumo médico cubierto asociado al pago, dispositivo 4 de 5"
research_legacy,device_name_5,"Name of the associated covered device or medical supply, device 5 of 5","Nombre del dispositivo o insumo médico cubierto asociado al pago, dispositivo 5 de 5"
research_legacy,payment_amount_total,"Total amount of the payment or other transfer of value to the recipient, in US dollars","Monto total del pago o transferencia de valor al beneficiario, en dólares estadounidenses"
research_legacy,payment_date,Date the payment or other transfer of value was made,Fecha en que se efectuó el pago o transferencia de valor
research_legacy,payment_form,"Form of the payment or other transfer of value, such as cash, stock or in-kind items","Forma del pago o transferencia de valor, como efectivo, acciones o artículos en especie"
research_legacy,expenditure_category_1,"Expenditure category of the research payment, category 1 of 6","Categoría de gasto del pago de investigación, categoría 1 de 6"
research_legacy,expenditure_category_2,"Expenditure category of the research payment, category 2 of 6","Categoría de gasto del pago de investigación, categoría 2 de 6"
research_legacy,expenditure_category_3,"Expenditure category of the research payment, category 3 of 6","Categoría de gasto del pago de investigación, categoría 3 de 6"
research_legacy,expenditure_category_4,"Expenditure category of the research payment, category 4 of 6","Categoría de gasto del pago de investigación, categoría 4 de 6"
research_legacy,expenditure_category_5,"Expenditure category of the research payment, category 5 of 6","Categoría de gasto del pago de investigación, categoría 5 de 6"
research_legacy,expenditure_category_6,"Expenditure category of the research payment, category 6 of 6","Categoría de gasto del pago de investigación, categoría 6 de 6"
research_legacy,preclinical_research_indicator,"Indicates that the payment relates to preclinical research, for which study details are not published","Indica que el pago se refiere a investigación preclínica, cuyos detalles de estudio no se publican"
research_legacy,delay_in_publication_indicator,Indicates that the reporting entity requested a delay in publication of the record,Indica que la entidad declarante solicitó aplazamiento de la publicación del registro
research_legacy,study_name,Name of the research study the payment relates to,Nombre del estudio de investigación al que se refiere el pago
research_legacy,dispute_status,Indicates whether the record was under dispute at the time of publication,Indica si el registro estaba en disputa al momento de la publicación
research_legacy,publication_date,Date the record was published by Open Payments,Fecha en que el registro fue publicado por Open Payments
research_legacy,clinicaltrials_gov_id,"Identifier of the study in the clinicaltrials.gov registry, when registered","Identificador del estudio en el registro clinicaltrials.gov, cuando está registrado"
research_legacy,research_information_link,Web address with additional information about the research,Dirección web con información adicional sobre la investigación
research_legacy,research_context,"Free text describing the context of the research, supplied by the reporting entity",Texto libre con el contexto de la investigación proporcionado por la entidad declarante
ownership,year,Program year the record refers to,Año del programa al que se refiere el registro
ownership,record_id,System-assigned unique identifier of the payment record,Identificador único del registro de pago asignado por el sistema Open Payments
ownership,physician_profile_id,Unique identifier of the physician profile receiving the payment,Identificador único del perfil del médico que recibió el pago
ownership,physician_npi,National Provider Identifier (NPI) of the physician,National Provider Identifier (NPI) del médico
ownership,reporting_entity_id,Unique identifier of the applicable manufacturer or GPO that reported the payment,Identificador único del fabricante o GPO que declaró el pago
ownership,change_type,"Indicates whether the record is new, added, changed or unchanged relative to the previous publication","Indica si el registro es nuevo, añadido, modificado o sin cambios respecto a la publicación anterior"
ownership,physician_first_name,"First name of the physician, as reported by the submitting entity","Primer nombre del médico, según lo declarado por la entidad declarante"
ownership,physician_middle_name,"Middle name of the physician, as reported by the submitting entity","Segundo nombre del médico, según lo declarado por la entidad declarante"
ownership,physician_last_name,"Last name of the physician, as reported by the submitting entity","Apellido del médico, según lo declarado por la entidad declarante"
ownership,physician_name_suffix,"Name suffix of the physician, as reported by the submitting entity","Sufijo del nombre del médico, según lo declarado por la entidad declarante"
ownership,recipient_address_line_1,First line of the primary business street address of the covered recipient,Primera línea de la dirección comercial principal del beneficiario
ownership,recipient_address_line_2,Second line of the primary business street address of the covered recipient,Segunda línea de la dirección comercial principal del beneficiario
ownership,recipient_city,City of the primary business address of the covered recipient,Ciudad de la dirección comercial principal del beneficiario
ownership,recipient_state,"Two-letter state abbreviation of the covered recipient primary business address, when in the United States","Sigla de dos letras del estado de la dirección comercial principal del beneficiario, cuando está en Estados Unidos"
ownership,recipient_zip_code,"Nine-digit ZIP code of the covered recipient primary business address, when in the United States","Código postal de nueve dígitos de la dirección comercial principal del beneficiario, cuando está en Estados Unidos"
ownership,recipient_country,Country of the primary business address of the covered recipient,País de la dirección comercial principal del beneficiario
ownership,recipient_province,"Province of the covered recipient primary business address, when outside the United States","Provincia de la dirección comercial principal del beneficiario, cuando está fuera de Estados Unidos"
ownership,recipient_postal_code,"Postal code of the covered recipient primary business address, when outside the United States","Código postal de la dirección comercial principal del beneficiario, cuando está fuera de Estados Unidos"
ownership,physician_primary_type,Primary type of medicine practiced by the physician,Tipo principal de práctica del médico
ownership,physician_specialty,Specialty of the physician from the standardized provider taxonomy,Especialidad del médico en la taxonomía estandarizada de prestadores
ownership,amount_invested_total,"Amount the physician or an immediate family member invested in the manufacturer or GPO during the program year, in US dollars","Monto invertido por el médico o un familiar inmediato en el fabricante o GPO durante el año del programa, en dólares estadounidenses"
ownership,interest_value,"Value of the ownership or investment interest held, in US dollars","Valor de la participación societaria mantenida, en dólares estadounidenses"
ownership,interest_terms,"Terms of the ownership or investment interest, such as common stock, options or debt","Términos de la participación societaria, como acciones ordinarias, opciones o deuda"
ownership,submitting_entity_name,"Name of the applicable manufacturer or GPO that submitted the record, which may differ from the entity making the payment","Nombre del fabricante o GPO que presentó el registro, que puede diferir de quien efectuó el pago"
ownership,reporting_entity_name,Name of the applicable manufacturer or GPO making the payment,Nombre del fabricante o GPO que efectuó el pago
ownership,reporting_entity_state,Two-letter state abbreviation of the applicable manufacturer or GPO making the payment,Sigla de dos letras del estado del fabricante o GPO que efectuó el pago
ownership,reporting_entity_country,Country of the applicable manufacturer or GPO making the payment,País del fabricante o GPO que efectuó el pago
ownership,dispute_status,Indicates whether the record was under dispute at the time of publication,Indica si el registro estaba en disputa al momento de la publicación
ownership,interest_held_by_physician_or_family,Indicates whether the interest is held by the physician or by an immediate family member,Indica si la participación es del propio médico o de un familiar inmediato
ownership,publication_date,Date the record was published by Open Payments,Fecha en que el registro fue publicado por Open Payments
research_principal_investigator,year,Program year the record refers to,Año del programa al que se refiere el registro
research_principal_investigator,record_id,System-assigned unique identifier of the payment record,Identificador único del registro de pago asignado por el sistema Open Payments
research_principal_investigator,covered_recipient_profile_id,Unique identifier of the covered recipient physician or non-physician practitioner profile,Identificador único del perfil del médico o profesional no médico que recibió el pago
research_principal_investigator,covered_recipient_npi,National Provider Identifier (NPI) of the covered recipient physician or non-physician practitioner,National Provider Identifier (NPI) del médico o profesional no médico
research_principal_investigator,principal_investigator_number,"Position of the principal investigator within the source record, 1 to 5","Posición del investigador principal en el registro de origen, de 1 a 5"
research_principal_investigator,first_name,First name of the principal investigator,Primer nombre del investigador principal
research_principal_investigator,middle_name,Middle name of the principal investigator,Segundo nombre del investigador principal
research_principal_investigator,last_name,Last name of the principal investigator,Apellido del investigador principal
research_principal_investigator,name_suffix,Name suffix of the principal investigator,Sufijo del nombre del investigador principal
research_principal_investigator,address_line_1,First line of the business street address of the principal investigator,Primera línea de la dirección comercial del investigador principal
research_principal_investigator,address_line_2,Second line of the business street address of the principal investigator,Segunda línea de la dirección comercial del investigador principal
research_principal_investigator,city,City of the business address of the principal investigator,Ciudad de la dirección comercial del investigador principal
research_principal_investigator,state,Two-letter state abbreviation of the principal investigator business address,Sigla de dos letras del estado de la dirección comercial del investigador principal
research_principal_investigator,zip_code,ZIP code of the business address of the principal investigator,Código postal de la dirección comercial del investigador principal
research_principal_investigator,country,Country of the business address of the principal investigator,País de la dirección comercial del investigador principal
research_principal_investigator,province,"Province of the principal investigator business address, when outside the United States","Provincia de la dirección comercial del investigador principal, cuando está fuera de Estados Unidos"
research_principal_investigator,postal_code,"Postal code of the principal investigator business address, when outside the United States","Código postal de la dirección comercial del investigador principal, cuando está fuera de Estados Unidos"
research_principal_investigator,primary_type_1,"Primary type of medicine practiced by the covered recipient, type 1 of 6","Tipo principal de práctica del beneficiario, tipo 1 de 6"
research_principal_investigator,specialty_1,"Specialty of the covered recipient from the standardized provider taxonomy, specialty 1 of 6","Especialidad del beneficiario en la taxonomía estandarizada de prestadores, especialidad 1 de 6"
research_principal_investigator,license_state_1,"Two-letter state abbreviation of the professional license, license 1 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 1 de 5"
research_principal_investigator,license_state_2,"Two-letter state abbreviation of the professional license, license 2 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 2 de 5"
research_principal_investigator,license_state_3,"Two-letter state abbreviation of the professional license, license 3 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 3 de 5"
research_principal_investigator,license_state_4,"Two-letter state abbreviation of the professional license, license 4 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 4 de 5"
research_principal_investigator,license_state_5,"Two-letter state abbreviation of the professional license, license 5 of 5","Sigla de dos letras del estado de la licencia profesional, licencia 5 de 5"
research_principal_investigator,covered_recipient_type,"Covered recipient type of the principal investigator, populated from program year 2016 onwards","Tipo de beneficiario del investigador principal, completado a partir del año del programa 2016"
research_principal_investigator,primary_type_2,"Primary type of medicine practiced by the covered recipient, type 2 of 6","Tipo principal de práctica del beneficiario, tipo 2 de 6"
research_principal_investigator,primary_type_3,"Primary type of medicine practiced by the covered recipient, type 3 of 6","Tipo principal de práctica del beneficiario, tipo 3 de 6"
research_principal_investigator,primary_type_4,"Primary type of medicine practiced by the covered recipient, type 4 of 6","Tipo principal de práctica del beneficiario, tipo 4 de 6"
research_principal_investigator,primary_type_5,"Primary type of medicine practiced by the covered recipient, type 5 of 6","Tipo principal de práctica del beneficiario, tipo 5 de 6"
research_principal_investigator,primary_type_6,"Primary type of medicine practiced by the covered recipient, type 6 of 6","Tipo principal de práctica del beneficiario, tipo 6 de 6"
research_principal_investigator,specialty_2,"Specialty of the covered recipient from the standardized provider taxonomy, specialty 2 of 6","Especialidad del beneficiario en la taxonomía estandarizada de prestadores, especialidad 2 de 6"
research_principal_investigator,specialty_3,"Specialty of the covered recipient from the standardized provider taxonomy, specialty 3 of 6","Especialidad del beneficiario en la taxonomía estandarizada de prestadores, especialidad 3 de 6"
research_principal_investigator,specialty_4,"Specialty of the covered recipient from the standardized provider taxonomy, specialty 4 of 6","Especialidad del beneficiario en la taxonomía estandarizada de prestadores, especialidad 4 de 6"
research_principal_investigator,specialty_5,"Specialty of the covered recipient from the standardized provider taxonomy, specialty 5 of 6","Especialidad del beneficiario en la taxonomía estandarizada de prestadores, especialidad 5 de 6"
research_principal_investigator,specialty_6,"Specialty of the covered recipient from the standardized provider taxonomy, specialty 6 of 6","Especialidad del beneficiario en la taxonomía estandarizada de prestadores, especialidad 6 de 6"
covered_recipient_profile,profile_type,Type of profile: physician or non-physician practitioner,Tipo de perfil: médico o profesional no médico
covered_recipient_profile,covered_recipient_profile_id,Unique identifier of the covered recipient physician or non-physician practitioner profile,Identificador único del perfil del médico o profesional no médico que recibió el pago
covered_recipient_profile,associated_profile_id_1,"Identifier of another profile associated with the same practitioner, association 1 of 2","Identificador de otro perfil asociado al mismo profesional, asociación 1 de 2"
covered_recipient_profile,associated_profile_id_2,"Identifier of another profile associated with the same practitioner, association 2 of 2","Identificador de otro perfil asociado al mismo profesional, asociación 2 de 2"
covered_recipient_profile,covered_recipient_npi,National Provider Identifier (NPI) of the covered recipient physician or non-physician practitioner,National Provider Identifier (NPI) del médico o profesional no médico
covered_recipient_profile,first_name,First name of the practitioner as listed in the CMS master provider list,Primer nombre del profesional según la lista maestra de prestadores del CMS
covered_recipient_profile,middle_name,Middle name of the practitioner as listed in the CMS master provider list,Segundo nombre del profesional según la lista maestra de prestadores del CMS
covered_recipient_profile,last_name,Last name of the practitioner as listed in the CMS master provider list,Apellido del profesional según la lista maestra de prestadores del CMS
covered_recipient_profile,name_suffix,Name suffix of the practitioner as listed in the CMS master provider list,Sufijo del nombre del profesional según la lista maestra de prestadores del CMS
covered_recipient_profile,alternate_first_name,Alternate first name of the practitioner recorded in the master provider list,Primer nombre alternativo del profesional registrado en la lista maestra de prestadores
covered_recipient_profile,alternate_middle_name,Alternate middle name of the practitioner recorded in the master provider list,Segundo nombre alternativo del profesional registrado en la lista maestra de prestadores
covered_recipient_profile,alternate_last_name,Alternate last name of the practitioner recorded in the master provider list,Apellido alternativo del profesional registrado en la lista maestra de prestadores
covered_recipient_profile,alternate_name_suffix,Alternate name suffix of the practitioner recorded in the master provider list,Sufijo alternativo del nombre del profesional registrado en la lista maestra de prestadores
covered_recipient_profile,address_line_1,First line of the practitioner business practice location address from the master provider list,Primera línea de la dirección de práctica del profesional según la lista maestra de prestadores
covered_recipient_profile,address_line_2,Second line of the practitioner business practice location address from the master provider list,Segunda línea de la dirección de práctica del profesional según la lista maestra de prestadores
covered_recipient_profile,city,City of the practitioner business practice location from the master provider list,Ciudad de la dirección de práctica del profesional según la lista maestra de prestadores
covered_recipient_profile,state,Two-letter state abbreviation of the practitioner business practice location,Sigla de dos letras del estado de la dirección de práctica del profesional
covered_recipient_profile,zip_code,ZIP code of the practitioner business practice location,Código postal de la dirección de práctica del profesional
covered_recipient_profile,country,Country of the practitioner business practice location,País de la dirección de práctica del profesional
covered_recipient_profile,province,"Province of the practitioner business practice location, when outside the United States","Provincia de la dirección de práctica del profesional, cuando está fuera de Estados Unidos"
covered_recipient_profile,primary_specialty,Primary specialty of the practitioner from the standardized provider taxonomy,Especialidad principal del profesional en la taxonomía estandarizada de prestadores
covered_recipient_profile,taxonomy_1,"Open Payments provider taxonomy code, taxonomy 1 of 6","Código de taxonomía de prestador de Open Payments, taxonomía 1 de 6"
covered_recipient_profile,taxonomy_2,"Open Payments provider taxonomy code, taxonomy 2 of 6","Código de taxonomía de prestador de Open Payments, taxonomía 2 de 6"
covered_recipient_profile,taxonomy_3,"Open Payments provider taxonomy code, taxonomy 3 of 6","Código de taxonomía de prestador de Open Payments, taxonomía 3 de 6"
covered_recipient_profile,taxonomy_4,"Open Payments provider taxonomy code, taxonomy 4 of 6","Código de taxonomía de prestador de Open Payments, taxonomía 4 de 6"
covered_recipient_profile,taxonomy_5,"Open Payments provider taxonomy code, taxonomy 5 of 6","Código de taxonomía de prestador de Open Payments, taxonomía 5 de 6"
covered_recipient_profile,taxonomy_6,"Open Payments provider taxonomy code, taxonomy 6 of 6","Código de taxonomía de prestador de Open Payments, taxonomía 6 de 6"
